title,ingredients,time,ratings,type,instructions
Spaghetti alle vongole,"['Spaghettirossi', 'Vongole', 'Aglio', 'Prezzemolo  mazzetto', ""Olio  d'oliva"", 'Pepe nero', 'Sale', 'Salerosso per le vongole']",40,4.3,Primi piatti,"Per preparare gli spaghetti alle vongole, cominciate dalla pulizia . Assicuratevi che non ci siano gusci rotti o vuoti, andranno scartati. Passate poi a batterle contro il lavandino, o eventualmente su un tagliere 1 . Questa operazione è importante per verificare che non ci sia sabbia all'interno: le bivalve sane resteranno chiuse, quelle piene di sabbia invece si apriranno. Poi ponete le vongole in una ciotola 2 e sciacquatele. Aggiungete il sale grosso 3 .
Lasciate in ammollo le vongole per 2-3 ore 4 . Trascorso il tempo le vongole avranno spurgato eventuali residui di sabbia, scolatele e sciacquatele 5 . In un tegame mettete a scaldare un po' d'olio . Poi aggiungete uno spicchio d'aglio 5 e lasciatelo imbiondire.
Tuffate quindi le vongole nel tegame caldo 7 . Chiudete con il coperchio 8 e lasciate cuocere per qualche minuto a fiamma alta. Le vongole si apriranno con il calore, quindi agitate di tanto in tanto il tegame finché non si saranno completamente dischiuse. Nel frattempo tritate finemente il prezzemolo 9 .
Non appena tutte le vongole saranno aperte 10 spegnete subito il fuoco, altrimenti le vongole cuoceranno troppo. Cuocete gli spaghetti in abbondante acqua leggermente salata 11 , per metà del tempo di cottura indicato sulla confezione. Nel frattempo filtrate le vongole 12 , posizionando una ciotola al di sotto e ricordandovi di eliminare l'aglio.
In questo modo raccoglierete l'acqua di cottura delle vongole nella ciotola 13 . Trasferitela nel tegame dove avevate cotto le vongole 14 e non appena gli spaghetti saranno pronti scolateli, tenendo da parte l'acqua di cottura. Trasferiteli nel tegame con il condimento 15 .
Aggiungete un mestolo di acqua di cottura 16 , regolate di pepe 17 e terminate la cottura degli spaghetti, aggiungendo altra acqua al bisogno. Quando saranno pronti aggiungete le vongole 18 .
Unite anche il prezzemolo 19 , saltate brevemente 20 e servite subito i vostri spaghetti con le vongole 21 ."
Torta di mele,"['Mele renette', 'Zucchero', 'Farina', 'Burro', 'Latte intero', 'Uova', 'Limoni', 'Lievito in polvere per dolci', 'Cannella in polvere', 'Sale', 'Zucchero a velo']",75,4.1,Dolci,"Per realizzare la torta di mele per prima cosa sciogliete il burro nel microonde o a bagnomaria, e tenetelo da parte. Grattugiate la scorza di limone 1 e spremetene il succo ottenendone circa 30 g 2 , quindi tenete da parte sia la scorza che il succo. Dividete a metà le mele e levatene il torsolo 3 ,
Sbucciate le mele 4 , poi tagliatele in quattro parti 5 e riducetele a fettine tagliandole per il lato corto 6 .
Mettete le mele tagliate a fettine in una ciotola e irroratele con il succo del limone 7 , mescolandole bene: questa operazione servirà a non farle annerire. Passate poi a setacciare la farina 00 con il lievito in polvere 8 . Poi, in una ciotola capiente, versate le uova 9
e parte della dose di zucchero, 10 . Iniziate a sbattere con le fruste elettriche 11 e proseguite versando lo zucchero poco alla volta 12 .
Quando il composto inizierà a schiarirsi, aggiungete un pizzico di sale 13 e proseguite a montare fino a ottenere un impasto chiaro e spumoso. A questo punto unite il burro fuso riportato a temperatura ambiente 14 . Aromatizzate con la cannella in polvere 15
e aggiungete anche la scorza di limone grattugiata 16 . Poi, sempre continuando a montare con le fruste, aggiungete un cucchiaio alla volta la farina e il lievito setacciati 17 . Quando le polveri saranno completamente incorporate, abbassate la velocità delle fruste elettriche e versate il latte a filo a temperatura ambiente 18 .
Quando anche il latte sarà completamente incorporato fermate le fruste: l’impasto è pronto 19 . A parte sgocciolate le mele in un colino per eliminare il succo di limone 20 e versatele nell'impasto 21 .
Mescolate delicatamente dal basso verso l'alto per incorporarle bene 22 . Imburrate e cospargete di zucchero una tortiera di 22 cm di diametro e, aiutandovi con una spatola, versate l'impasto 23 . La torta è pronta per essere infornata 24 : cuocetela in forno statico preriscaldato a 180° per circa 55 minuti.
A cottura ultimata sfornatela 25 e lasciatela raffreddare completamente prima di toglierla dalla tortiera. Spolverizzate la torta con lo zucchero a velo 26 e servite 27 : la vostra torta di mele è pronta per essere gustata!"
Spaghetti all'Amatriciana,"['Spaghetti', 'Pomodori pelati', 'Guanciale', 'Pecorino romano', 'Vino bianco', ""Olio  d'oliva"", 'Sale', 'Peperoncino fresco']",35,4.2,Primi piatti,"Per preparare gli spaghetti all’amatriciana, per prima cosa mettete a bollire l'acqua per la cottura della pasta da salare poi a bollore. Potete quindi dedicarvi al condimento: prendete il guanciale, eliminate la cotenna 1 e tagliatelo a fette di circa 1 cm di spessore; riducete le fette a listarelle di circa mezzo cm 2 . Fatelo rosolare a fiamma bassa per 7-8 minuti in una padella di ferro oppure di acciaio 3 . Il grasso del guanciale dovrà diventare trasparente e la carne croccante.
Mescolate spesso facendo attenzione a non bruciarlo. Quando il grasso si sarà sciolto, sfumate con il vino bianco 4 , alzate la fiamma e lasciate evaporare 5 . Trasferite le listarelle di guanciale in un piatto e tenetele da parte. Grattugiate il Pecorino Romano DOP 6 .
Nella stessa padella con il fondo di cottura del guanciale, ponete il peperoncino intero privato dei semi 7 e versate anche i pomodori pelati sfilacciati a mano 8 . Cuocete il sugo a fiamma moderata, per circa 10 minuti e aggiustate di sale a piacere. Versate nel tegame gli spaghetti 9 , cuoceteli al dente.
Eliminate il peperoncino dal sugo, unite le listarelle di guanciale 10 e mescolate per amalgamare 11 . Scolate gli spaghetti e versateli nella padella con il sugo 12 .
Saltate molto velocemente la pasta per amalgamarla bene al condimento 13 (se gradite la pasta al dente potete spegnere il fuoco altrimenti versate poca acqua di cottura della pasta per proseguire la cottura). Per finire spolverizzate con il Pecorino Romano DOP grattugiato 14 : i vostri spaghetti all’Amatriciana sono pronti per essere serviti 15 !"
Brownies,"['Cioccolato fondente', 'Nocciole intere spellate', 'Zucchero', 'Burro', 'Uova', 'Farina', 'Cacao amaro in polvere', 'Sale']",60,4.3,Dolci,"Per realizzare i brownies per prima cosa tritate e sciogliete il cioccolato fondente a bagnomaria o al microonde e versatelo in una ciotola 1 . Sciogliete anche il burro e unitelo al cioccolato fuso 2 , poi mescolate energicamente con una marisa 3 e lasciate intiepidire.
Nel frattempo tostate le nocciole in una padella 4 e tenetele da parte. In una ciotola capiente versate le uova e lo zucchero 5 , poi montatele con le fruste elettriche aggiungendo anche il sale 6 .
Quando avrete ottenuto un composto chiaro e spumoso unite il composto di cioccolato e burro intiepidito 7 e mescolate per un paio di minuti con le fruste. Infine setacciate la farina 8 e il cacao nella ciotola 9 .
Incorporate le polveri con le fruste fino ad ottenere un impasto lucido e omogeneo 10 . A questo punto unite le nocciole tostate 11 e incorporatele con una marisa 12 .
Rivestite uno stampo da 21x28 cm con carta forno 13 , versate l’impasto all’interno e livellatelo in modo uniforme 14 . Cuocete in forno statico a 180° per 25 minuti 15 .
Trascorso il tempo di cottura sfornate e lasciate raffreddare completamente 16 , poi dividete in quadrati 17 . I vostri brownies sono pronti per essere gustati 18 !"
Spaghetti Cacio e Pepe,"['Spaghetti', 'Pecorino romano ,', 'Pepe nero']",30,4.3,Primi piatti,"Per preparare gli spaghetti cacio e pepe per prima cosa mettete sul fuoco una pentola con l’acqua per cuocere la pasta: riempitela con circa metà dell’acqua che usate di solito, in questo modo sarà più ricca di amido. Nel frattempo grattugiate il Pecorino romano 1 e trasferitelo quasi tutto in una ciotola, tenendone un po’ da parte per l’impiattamento. Quando l’acqua sarà arrivata a bollore, salate moderatamente e tuffate gli spaghetti 2 . Intanto pestate i grani di pepe con un batticarne (oppure usate un macinino lasciandolo piuttosto lento in modo da avere anche pezzetti più grandi di pepe) 3 .
Versate il pepe in un’ampia padella antiaderente 4 e tostatelo a fuoco dolce, mescolando con un mestolo di legno. Sfumate con un paio di mestoli dell’acqua di cottura della pasta 5 . Continuate a mescolare a fuoco dolce 6 .
Scolate gli spaghetti 2-3 minuti prima rispetto al tempo indicato sulla confezione e trasferiteli nella padella, avendo cura di conservare l’acqua di cottura 7 . Terminate la cottura degli spaghetti in padella, risottandoli, aggiungendo quindi acqua calda al bisogno 8 e rimestando continuamente con le pinze 9 . Aspettate che il fondo della padella sia quasi asciutto prima di aggiungere altra acqua.
Potete preparare la crema di Pecorino (non iniziate prima perché tenderebbe a rapprendersi o a risultare troppo fredda rispetto alla temperatura della pasta): versate un mestolo di acqua di cottura calda nella ciotola con il Pecorino grattugiato 10 , poi mescolate energicamente con una frusta a mano 11 . La consistenza che dovrete ottenere è più pastosa che cremosa, non preoccupatevi se sarà molto asciutta. Qualora una volta pronta la crema la pasta non dovesse essere pronta per la mantecatura, ponete brevemente la ciotola sulla pentola con l’acqua calda continuando a mescolare con la frusta, così da avere la crema a una temperatura simile a quella della pasta 12 .
Quando gli spaghetti saranno giunti a cottura, spegnete il fuoco e unite la crema di Pecorino 13 , rimestando di continuo con le pinze 14 Per la cremosità ideale regolatevi aggiungendo più Pecorino oppure poca acqua di cottura al bisogno. Servite i vostri spaghetti cacio e pepe spolverizzando con il restante Pecorino grattugiato e altro pepe macinato al momento a piacere 15 !"
Risotto allo Zafferano,"['Zafferano in pistilli', 'Riso Carnaroli', 'Burro', 'Cipolle', 'Grana Padano', 'Vino bianco', 'Acqua', 'Brodo vegetale', 'Sale', 'Zafferano in pistilli']",30,4.3,Primi piatti,"Per realizzare il risotto allo zafferano ( o risotto alla milanese), per prima cosa mettete i pistilli in un bicchierino, versate sopra dell’acqua 1 quanto basta a ricoprire i pistilli completamente, mescolate 2 e lasciate in infusione per tutta la notte, in questo modo i pistilli rilasceranno tutto il loro colore. Quindi preparate il brodo vegetale , per la ricetta ne occorrerà un litro. Mondate e tritate finemente la cipolla 3 in modo che si possa sciogliere in cottura e non essere percepita mentre si assaporerà il risotto.
In un tegame ampio versate 50g di burro presi dalla dose totale necessaria 4 , scioglietelo a fuoco dolce, quindi versate il trito di cipolla 5 e lasciate stufare per 10-15 minuti aggiungendo del brodo per non far asciugare il soffritto 6 : la cipolla dovrà risultare ben trasparente e morbida.
Una volta stufata la cipolla, versate il riso 7 e tostatelo per 3-4 minuti, così i chicchi si sigilleranno e terranno bene la cottura. Sfumate con il vino bianco 8 e lasciate evaporare completamente. A questo punto procedete con la cottura per circa 18-20 minuti, aggiungendo il brodo un mestolo alla volta, al bisogno, man mano che verrà assorbito dal riso 9 : i chicchi dovranno essere sempre coperti.
Cinque minuti prima del termine di cottura, versate l’acqua con i pistilli di zafferano che avevate messo in infusione 10 , mescolate per insaporire e tingere il risotto di un bel color oro. Terminata la cottura spegnete il fuoco, salate 11 , mantecate con il formaggio grattugiato e i restanti 75 g di burro 12 ,
mescolate e coprite co il coperchio 13 lasciate riposare un paio di minuti, a questo punto il risotto allo zafferano è pronto 14 , servitelo ben caldo guarnendo il piatto ancora con qualche pistillo 15 ."
Sachertorte,"['Cioccolato fondente', 'Tuorli', 'Albumi', 'Burro ammorbidito', 'Farina', 'Zucchero a velo', 'Zucchero', 'Baccello di vaniglia', 'Sale', 'Confettura di albicocche', 'Cioccolato fondente', 'Panna fresca liquida']",110,4.4,Dolci,"Per preparare la Sachertorte come prima cosa trasferite il cioccolato in piccoli pezzi in una bastardella 1 e fondetelo a bagnomaria 2 . Se preferite potete sciogliere il cioccolato in microonde azionandolo pochi secondi per volta e mescolando ad ogni interruzione in modo da non bruciare il cioccolato. Nel frattempo ponete nella ciotola di una planetaria il burro morbido, lo zucchero a velo 3
e un pizzico di sale 4 . Aggiungete anche i semi del baccello di vaniglia 5 e iniziate a lavorare il composto con la frusta 6 fino ad ottenere una consistenza cremosa.
Versate poi i tuorli leggermente sbattuti in due volte 7 e continuate a montare il burro 8 ; ci vorranno circa 8-10 minuti. L'importante è che il composto di zucchero a velo, tuorli e burro sia ben montato affinchè in cottura l'impasto si sviluppi bene. Ora, assicuratevi che il cioccolato che avete fuso abbia una temperatura compresa tra 45 e 55°; è preferibile utilizzare un termometro per misurarla: se dovesse essere troppo alta, infatti, rischierebbe di sciogliere il burro, viceversa rischierebbe di compattare troppo il composto. A questo punto aggiungete il cioccolato nel composto di burro e tuorli 9 e continuate a mescolare
fino ad ottenere un composto uniforme 10 . Versate poi gli albumi nella ciotola di una planetaria e iniziate a montarli a velocità alta 11 . Non appena saranno bianchi e spumosi (quando inizieranno a ""salire"") versate pian piano anche lo zucchero semolato, sempre poco alla volta 12 ; è importante aspettare che gli albumi siano leggermente montati prima di aggiungere lo zucchero, altrimenti l'albume diventerà troppo pesante e farà molta più fatica a montare.
Gli albumi non dovranno essere montati a neve fermissima, ma dovrete fermarvi qualche istante prima 13 altrimenti quando andrete ad inserirli nell'impasto continueranno a montarsi e la torta, una volta cotta, rischierebbe di afflosciarsi. A questo punto unite gli albumi in due volte nel composto di tuorli e cioccolato 14 e mescolate con una spatola 15 o con una frusta.
Aggiungete poi anche la farina già setacciata 16 emescolate dall'alto verso il basso con una spatola 17 , fino ad ottenere un composto liscio ed uniforme 18 .
Imburrate e infarinate uno stampo da 18 cm di diametro, poi versate il composto all'interno, livellate la superficie 19 e cuocete in forno statico preriscaldato a 170° per 35-40 minuti. Trascorso questo tempo verificate la cottura con uno stecchino, quindi sfornate il dolce 20 ; non preoccupatevi se la torta risulta crepata in superficie. Lasciate raffreddare la torta completamente, prima di sformarla capovolgendola su un piano. Quindi tagliate la torta in due dischi, utilizzando un coltello dalla lama lunga seghettata 21 .
Disponete circa metà dose di confettura di albicocche all'interno 22 e spargetela con una spatola su tutta la superficie 23 . Ricoprite con il secondo disco 24
aggiungete altra confettura in superficie 25 e utilizzando una spatola spargetela ovunque per creare un velo, anche sui bordi della torta 26 ; in questo modo l'effetto finale risulterà più lucido. Trasferite la torta su una gratella 27 e occupatevi di preparare la ganache.
Ponete la panna in un pentolino e portatela a sfiorare il bollore 28 ; non appena inizierà a bollire spegnete il fuoco e unite il cioccolato 29 . Mescolate con una frusta fino a che il cioccolato sarà completamente sciolto e ben amalgamato 30 .
Trasferite poi la ganache all'interno di una ciotola 31 e utilizzatela per glassare la torta 32 , aiutandovi con una spatola e sbattendola delicatamente sul piano in modo da ricoprire sia la superficie che i bordi e lisciarla allo stesso tempo 33 . Per risultare liscia e lucida la ganache deve avere una temperatura di circa 40°.
A questo punto ponete a rassodare in frigorifero ( a +4°) per circa 20 minuti 34 . Poi trasferite la torta sacher su un piatto da portata 35 e servite ciascuna fetta in purezza o assieme a della panna semimontata senza zucchero 36 ."
Besciamella,"['Latte intero', 'Burro', 'Farina', 'Sale', 'Noce moscata']",15,4.1,Salse e Sughi,"Per preparare la besciamella per prima cosa versate il latte in un pentolino 1 , aggiungete la noce moscata 2 e il sale 3 , poi fatelo scaldare.
Mettete il burro in un altro pentolino 4 e fatelo sciogliere a fuoco dolce, poi aggiungete la farina in una volta sola 5 . Mescolate vigorosamente con una frusta a mano per evitare la formazione di grumi 6 .
Continuate a mescolare fino ad ottenere un composto dorato, il roux 7 . A questo punto stemperate il roux versando prima poco latte caldo e poi tutto il resto 8 . Continuate a mescolare a fuoco dolce fino a raggiungere la consistenza desiderata 9 ; cuocendo la besciamella per 5-6 minuti otterrete una densità media. La vostra besciamella è pronta per essere utilizzata!"
Patate al forno,"['Patate', 'Ros  rametti', 'Aglio  spicchi', ""Olio  d'oliva"", 'Sale', 'Pepe nero', 'Timo  rametti', ""Olio  d'oliva""]",70,4.2,Contorni,"Per preparare le patate al forno come prima cosa lavatele bene 1 e sbucciatele 2 . Dividete le patate a metà per il senso della lunghezza 3 e poi in quarti.
Da queste ricavate dei cubetti grandi un paio di cm 4 e man mano trasferitele in una ciotola 5 . In una pentola portate ad ebollizione abbondante acqua e immergete le patate 6 .
Sbollentatele per 7 minuti quindi scolatele 7 e trasferitele nuovamente in una ciotola 8 . Aromatizzate con le foglioline di timo 9 .
Aggiungete sale, pepe 10 , olio 11 e mescolate bene con un cucchiaio 12 .
Trasferite le patate in una teglia di alluminio dai bordi bassi precedentemente unta. Agigungete dei rametti di rosmarino 13 e due spicchi d'aglio 14 . Cuocete le patate in forno ventilato preriscaldato a 220°, nel ripiano centrale, per 40 minuti o fino a quando le patate non risulteranno ben dorate. A metà cottura si raccomanda di mescolare delicatamente le patate per una doratura uniforme. A cottura ultimata sfornate le vostre patate al forno, togliete gli spicchi d'aglio e servitele 15 ."
Muffin con gocce di cioccolato,"['Burro', 'Farina', 'Zucchero', 'Latte intero', 'Uova', 'Gocce di cioccolato fondente', 'Baccello di vaniglia', 'Bicarbonato raso', 'Sale', 'Lievito in polvere per dolci']",35,4.2,Dolci,"Per preparare i muffin con gocce di cioccolato il burro va lasciato almeno 1 h fuori dal frigo, per farlo ammorbidire. Unite al burro morbido lo zucchero 1 , lavorate con le fruste elettriche fino ad ottenere un composto spumoso e cremoso 2 . Dopodiché incidete una bacca di vaniglia e raschiate i semi utilizzando il dorso di un coltello 3
Versate questi ultimi nella ciotola con burro e zucchero 4 . Azionate nuovamente le fruste e aggiungete le uova, anche queste a temperatura ambiente, una alla volta 5 in questo modo gli ingredienti non si slegheranno 6 .
Ora setacciate la farina 7 , il lievito per dolci 8 e il bicarbonato 9 direttamente nella ciotola con il composto.
Aggiungete anche il pizzico di sale e azionate nuovamente le fruste per inglobate le polveri 10 . Noterete che l’impasto diventerà più consistente quindi stemperatelo con il latte a temperatura ambiente versato a filo 11 . A questo punto il composto sarà morbido e compatto 12 .
Unite 80 g di gocce di cioccolato 13 e mescolate con una spatola per inglobarle dopodiché trasferite il composto in una sàc-a-poche usa e getta senza bocchetta 14 in questo modo potrete effettuare un lavoro più pulito altrimenti utilizzate pure un cucchiaio. Sistemate i pirottini di carta in una pirofila da muffin e riempiteli per 2/3, quindi lasciando meno di un centimetro dalla superficie 15 . Ogni muffin dovrà pesare all’incirca 70 g.
Sulle tortine versate le gocce di cioccolato rimanenti 16 e cuocete in forno preriscaldato a 180° per 18-20 minuti in modalità statica 17 . A questo punto i vostri muffin con gocce di cioccolato sono pronti per essere gustati 18 ."
Crema al mascarpone,"['Mascarpone', 'Zucchero', 'Tuorli', 'Acqua', 'Cacao amaro in polvere']",25,4.1,Dolci,"Per preparare la crema al mascarpone versate in un pentolino l'acqua 1 e lo zucchero semolato 2 , mescolate leggermente e portate il composto a 121°C misurando la temperatura con un termometro da cucina 3 ; se non avete un termometro, lo sciroppo sarà pronto quando in superficie si formeranno delle bollicine piccole e bianche.
Poco prima di raggiungere i 121°C (quindi verso i 115°C), cominciate a montare i tuorli con le fruste elettriche 4 oppure con una planetaria. Quando lo sciroppo avrà raggiunto i 121°C versatelo a filo sui tuorli, abbassando la velocità delle fruste e mantenendole in azione 5 . Continuate a montare fino al completo raffreddamento 6 . Si ottiene così la pate à bombe, la base di tante preparazioni di pasticceria.
In una ciotola ammorbidite il mascarpone con una spatola 7 , poi aggiungete poco alla volta il composto di tuorli oramai freddo. Incorporate con le fruste o con una marisa, mescolando man mano 8 così da ottenere una crema omogenea 9 .
La vostra crema al mascarpone è pronta! Potete gustarla insieme a una fetta di panettone o pandoro oppure come dessert al cucchiaio 10 , guarnendo a piacere con del cacao amaro setacciato 11 12 ."
